old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 00 - Party Time/session-0-party-time-image-01.png,assets/world-anvil/screenshots/Session 00 - Party Time/session-0-party-time-image-01.webp,3820954,386360,3434594,converted,
assets/world-anvil/screenshots/Session 01 - A Time to Kill/session-01-a-time-to-kill-image-01.png,assets/world-anvil/screenshots/Session 01 - A Time to Kill/session-01-a-time-to-kill-image-01.webp,3914067,401498,3512569,converted,
assets/world-anvil/screenshots/Session 02 - Go West Young Heroes/session-02-go-west-young-heroes-image-01.png,assets/world-anvil/screenshots/Session 02 - Go West Young Heroes/session-02-go-west-young-heroes-image-01.webp,3205442,296822,2908620,converted,
assets/world-anvil/screenshots/Session 02 - Go West Young Heroes/session-02-go-west-young-heroes-image-02.png,assets/world-anvil/screenshots/Session 02 - Go West Young Heroes/session-02-go-west-young-heroes-image-02.webp,3767338,373594,3393744,converted,
assets/world-anvil/screenshots/Session 03 - Big Trouble at Little Oleg S/session-03-big-trouble-at-little-oleg-s-image-01.png,assets/world-anvil/screenshots/Session 03 - Big Trouble at Little Oleg S/session-03-big-trouble-at-little-oleg-s-image-01.webp,4090318,422034,3668284,converted,
assets/world-anvil/screenshots/Session 04 - Noknok Arrives/Session 4-01.png,assets/world-anvil/screenshots/Session 04 - Noknok Arrives/Session 4-01.webp,756027,72168,683859,converted,
assets/world-anvil/screenshots/Session 04 - Noknok Arrives/Session 4-02.png,assets/world-anvil/screenshots/Session 04 - Noknok Arrives/Session 4-02.webp,1532490,202218,1330272,converted,
assets/world-anvil/screenshots/Session 04 - Noknok Arrives/session-04-noknok-arrives-image-01.png,assets/world-anvil/screenshots/Session 04 - Noknok Arrives/session-04-noknok-arrives-image-01.webp,3801918,400168,3401750,converted,
assets/world-anvil/screenshots/Session 05 - Finishing the Old Sycamore/Session 5-01.png,assets/world-anvil/screenshots/Session 05 - Finishing the Old Sycamore/Session 5-01.webp,780568,77600,702968,converted,
assets/world-anvil/screenshots/Session 05 - Finishing the Old Sycamore/session-05-finishing-the-old-sycamore-image-01.png,assets/world-anvil/screenshots/Session 05 - Finishing the Old Sycamore/session-05-finishing-the-old-sycamore-image-01.webp,3833176,415096,3418080,converted,
assets/world-anvil/screenshots/Session 06/Session 6-01.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-01.webp,1693275,352766,1340509,converted,
assets/world-anvil/screenshots/Session 06/Session 6-02.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-02.webp,1679114,346092,1333022,converted,
assets/world-anvil/screenshots/Session 06/Session 6-03.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-03.webp,1894833,359842,1534991,converted,
assets/world-anvil/screenshots/Session 06/Session 6-04.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-04.webp,1594779,255420,1339359,converted,
assets/world-anvil/screenshots/Session 06/Session 6-05.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-05.webp,1894086,418760,1475326,converted,
assets/world-anvil/screenshots/Session 06/Session 6-06.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-06.webp,1549856,237304,1312552,converted,
assets/world-anvil/screenshots/Session 06/Session 6-07.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-07.webp,1973189,427848,1545341,converted,
assets/world-anvil/screenshots/Session 06/Session 6-08.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-08.webp,925805,95914,829891,converted,
assets/world-anvil/screenshots/Session 06/Session 6-09.jpeg,assets/world-anvil/screenshots/Session 06/Session 6-09.webp,1023754,135736,888018,converted,
assets/world-anvil/screenshots/Session 07/Session 7-01.png,assets/world-anvil/screenshots/Session 07/Session 7-01.webp,1171847,84134,1087713,converted,
assets/world-anvil/screenshots/Session 07/Session 7-02.png,assets/world-anvil/screenshots/Session 07/Session 7-02.webp,740874,67534,673340,converted,
assets/world-anvil/screenshots/Session 07/Session 7-03.png,assets/world-anvil/screenshots/Session 07/Session 7-03.webp,793979,89942,704037,converted,
assets/world-anvil/screenshots/Session 07/Session 7-04.png,assets/world-anvil/screenshots/Session 07/Session 7-04.webp,1168121,88234,1079887,converted,
assets/world-anvil/screenshots/Session 07/Session 7-05.png,assets/world-anvil/screenshots/Session 07/Session 7-05.webp,726394,67586,658808,converted,
assets/world-anvil/screenshots/Session 07/Session 7-06.png,assets/world-anvil/screenshots/Session 07/Session 7-06.webp,1246102,89944,1156158,converted,
assets/world-anvil/screenshots/Session 07/Session 7-07.png,assets/world-anvil/screenshots/Session 07/Session 7-07.webp,688027,58204,629823,converted,
assets/world-anvil/screenshots/Session 07/Session 7-08.png,assets/world-anvil/screenshots/Session 07/Session 7-08.webp,797799,77850,719949,converted,
assets/world-anvil/screenshots/Session 07/Session 7-10.png,assets/world-anvil/screenshots/Session 07/Session 7-10.webp,707713,60744,646969,converted,
assets/world-anvil/screenshots/Session 07/Session 7-11.png,assets/world-anvil/screenshots/Session 07/Session 7-11.webp,1155157,82060,1073097,converted,
assets/world-anvil/screenshots/Session 07/Session 7-12.png,assets/world-anvil/screenshots/Session 07/Session 7-12.webp,3904259,425592,3478667,converted,
assets/world-anvil/screenshots/Session 07/session-7-13.png,assets/world-anvil/screenshots/Session 07/session-7-13.webp,3832275,411700,3420575,converted,
assets/world-anvil/screenshots/Session 08/session-8-17.png,assets/world-anvil/screenshots/Session 08/session-8-17.webp,3952695,444560,3508135,converted,
assets/world-anvil/screenshots/Session 09/session-9-10.png,assets/world-anvil/screenshots/Session 09/session-9-10.webp,3869210,382658,3486552,converted,
assets/world-anvil/screenshots/Session 10 - Founding Day 3 a Good Day to Found Hard/session-10-founding-day-3-a-good-day-to-found-hard-08.png,assets/world-anvil/screenshots/Session 10 - Founding Day 3 a Good Day to Found Hard/session-10-founding-day-3-a-good-day-to-found-hard-08.webp,4287970,508882,3779088,converted,
assets/world-anvil/screenshots/Session 11 - Explore Report Rule/session-11-explore-report-rule-01.png,assets/world-anvil/screenshots/Session 11 - Explore Report Rule/session-11-explore-report-rule-01.webp,3353803,389258,2964545,converted,
assets/world-anvil/screenshots/Session 12 - Kingdom Mysteries/session-12-kingdom-mysteries-01.png,assets/world-anvil/screenshots/Session 12 - Kingdom Mysteries/session-12-kingdom-mysteries-01.webp,3199221,314414,2884807,converted,
assets/world-anvil/screenshots/Session 13 - The Depths of Candlemere Island/session-13-the-depths-of-candlemere-island-23.png,assets/world-anvil/screenshots/Session 13 - The Depths of Candlemere Island/session-13-the-depths-of-candlemere-island-23.webp,2993950,280510,2713440,converted,
assets/world-anvil/screenshots/Session 14 - Love Hurts/session-14-love-hurts-10.png,assets/world-anvil/screenshots/Session 14 - Love Hurts/session-14-love-hurts-10.webp,3439139,407260,3031879,converted,
assets/world-anvil/screenshots/Session 15 - Anatomically Correct Barghest/Session 15-09.png,assets/world-anvil/screenshots/Session 15 - Anatomically Correct Barghest/Session 15-09.webp,3478147,425180,3052967,converted,
assets/world-anvil/screenshots/Session 15 - Anatomically Correct Barghest/session-15-anatomically-correct-barghest-10.png,assets/world-anvil/screenshots/Session 15 - Anatomically Correct Barghest/session-15-anatomically-correct-barghest-10.webp,3474659,414636,3060023,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-01.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-01.webp,794686,117604,677082,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-02.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-02.webp,1275897,170716,1105181,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-03.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-03.webp,1029756,117452,912304,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-04.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-04.webp,966486,103240,863246,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-05.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-05.webp,798962,65558,733404,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-06.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-06.webp,795159,78096,717063,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-07.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-07.webp,749961,69324,680637,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-08.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-08.webp,411913,32042,379871,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-09.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/Session 16-09.webp,961777,101698,860079,converted,
assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/session-16-death-to-all-who-oppose-us-10.png,assets/world-anvil/screenshots/Session 16 - Death to All Who Oppose Us/session-16-death-to-all-who-oppose-us-10.webp,3825526,393448,3432078,converted,
assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-01.png,assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-01.webp,1102866,138002,964864,converted,
assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-03.png,assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-03.webp,855601,84490,771111,converted,
assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-04.png,assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-04.webp,908403,100588,807815,converted,
assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-05.png,assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/Session 17-05.webp,3920709,422736,3497973,converted,
assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/session-17-corruption-in-the-capitol-06.png,assets/world-anvil/screenshots/Session 17 - Corruption in the Capitol/session-17-corruption-in-the-capitol-06.webp,3667802,351818,3315984,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-01.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-01.webp,1210526,151956,1058570,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-02.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-02.webp,1275848,168394,1107454,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-03.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-03.webp,1227471,156128,1071343,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-04.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-04.webp,1111828,134462,977366,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-05.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-05.webp,1239747,163462,1076285,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-06.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-06.webp,616431,74018,542413,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-07.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-07.webp,1161443,147064,1014379,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-08.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-08.webp,1123751,142894,980857,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-09.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/Session 18-09.webp,3900285,410378,3489907,converted,
assets/world-anvil/screenshots/Session 18 - I M Sailing Away/session-18-i-m-sailing-away-10.png,assets/world-anvil/screenshots/Session 18 - I M Sailing Away/session-18-i-m-sailing-away-10.webp,3602380,343402,3258978,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-01.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-01.webp,1046593,117290,929303,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-02.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-02.webp,960632,105708,854924,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-03.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-03.webp,527693,56022,471671,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-04.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-04.webp,901581,94208,807373,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-05.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-05.webp,822256,83318,738938,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-06.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-06.webp,533574,40048,493526,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-07.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-07.webp,800351,81654,718697,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-08.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-08.webp,517231,54596,462635,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-09.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-09.webp,1007177,117814,889363,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-10.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-10.webp,511459,51260,460199,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-11.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-11.webp,1055858,121878,933980,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-12.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-12.webp,949242,99706,849536,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-14.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-14.webp,585400,66878,518522,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-15.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-15.webp,945172,104192,840980,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-16.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/Session 19-16.webp,547744,60706,487038,converted,
assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/session-19-the-kobolds-the-iruxi-and-the-trolls-17.png,assets/world-anvil/screenshots/Session 19 - The Kobolds the Iruxi and the Trolls/session-19-the-kobolds-the-iruxi-and-the-trolls-17.webp,3999182,433500,3565682,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-01.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-01.webp,562959,70408,492551,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-02.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-02.webp,302453,35986,266467,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-03.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-03.webp,315437,38400,277037,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-04.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-04.webp,511718,59100,452618,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-05.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-05.webp,511886,62568,449318,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-06.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-06.webp,453521,48622,404899,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-07.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-07.webp,560849,70352,490497,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-09.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-09.webp,333427,42828,290599,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-10.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-10.webp,532696,60696,472000,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-11.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-11.webp,609442,80474,528968,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-12.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-12.webp,604234,78270,525964,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-13.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-13.webp,351519,46582,304937,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-14.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-14.webp,354764,47094,307670,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-15.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-15.webp,334820,42544,292276,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-16.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-16.webp,330295,40838,289457,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-17.png,assets/world-anvil/screenshots/Session 20 - The Beast/Session 20-17.webp,313463,38552,274911,converted,
assets/world-anvil/screenshots/Session 20 - The Beast/session-20-the-beast-18.png,assets/world-anvil/screenshots/Session 20 - The Beast/session-20-the-beast-18.webp,4124179,461256,3662923,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-01.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-01.webp,582452,72100,510352,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-02.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-02.webp,570024,69112,500912,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-03.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-03.webp,610399,78812,531587,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-04.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-04.webp,572607,70998,501609,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-05.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-05.webp,571050,68728,502322,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-06.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-06.webp,550354,64000,486354,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-07.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-07.webp,609327,81192,528135,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-08.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-08.webp,523593,60584,463009,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-09.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/Session 21-09.webp,4141853,476024,3665829,converted,
assets/world-anvil/screenshots/Session 21 - Rebuilding/session-21-rebuilding-10.png,assets/world-anvil/screenshots/Session 21 - Rebuilding/session-21-rebuilding-10.webp,3906606,418986,3487620,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-01.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-01.webp,1160662,138878,1021784,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-02.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-02.webp,1212769,148516,1064253,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-03.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-03.webp,1179056,139604,1039452,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-04.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-04.webp,1125360,128856,996504,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-05.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-05.webp,1083072,127370,955702,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-06.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-06.webp,1067732,122758,944974,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-07.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-07.webp,1004989,110286,894703,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-08.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-08.webp,858018,80942,777076,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-09.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-09.webp,1044437,122988,921449,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-10.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-10.webp,1027616,117530,910086,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-11.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-11.webp,1094355,129338,965017,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-12.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-12.webp,1046275,125432,920843,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-13.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/Session 22-13.webp,1054531,121596,932935,converted,
assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/session-22-the-mystery-of-the-missing-money-14.png,assets/world-anvil/screenshots/Session 22 - The Mystery of the Missing Money/session-22-the-mystery-of-the-missing-money-14.webp,3148977,308464,2840513,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-01.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-01.webp,992294,101704,890590,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-02.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-02.webp,1041165,110730,930435,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-03.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-03.webp,1023106,111468,911638,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-04.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-04.webp,977560,102228,875332,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-05.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-05.webp,1079776,124722,955054,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-06.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-06.webp,1042571,117062,925509,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-07.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-07.webp,1041568,114118,927450,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-08.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-08.webp,979253,111734,867519,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-09.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-09.webp,1052720,119134,933586,converted,
assets/world-anvil/screenshots/Session 23 - Growth/Session 23-10.png,assets/world-anvil/screenshots/Session 23 - Growth/Session 23-10.webp,997341,111498,885843,converted,
assets/world-anvil/screenshots/Session 23 - Growth/session-23-growth-11.png,assets/world-anvil/screenshots/Session 23 - Growth/session-23-growth-11.webp,3675863,377134,3298729,converted,
assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/Session 24-01.png,assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/Session 24-01.webp,939488,98368,841120,converted,
assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/Session 24-02.png,assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/Session 24-02.webp,1162103,145290,1016813,converted,
assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/session-24-visit-to-varnhold-03.png,assets/world-anvil/screenshots/Session 24 - Visit to Varnhold/session-24-visit-to-varnhold-03.webp,3324227,265022,3059205,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-01.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-01.webp,1017874,111764,906110,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-02.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-02.webp,951383,100762,850621,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-03.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-03.webp,1014427,110976,903451,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-04.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-04.webp,558064,64072,493992,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-05.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-05.webp,1056298,119956,936342,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-06.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-06.webp,641099,78614,562485,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-07.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-07.webp,1063889,129026,934863,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-08.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-08.webp,1020054,104228,915826,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-09.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/Session 25-09.webp,966135,100780,865355,converted,
assets/world-anvil/screenshots/Session 25 - The Hunt Begins/session-25-the-hunt-begins-10.png,assets/world-anvil/screenshots/Session 25 - The Hunt Begins/session-25-the-hunt-begins-10.webp,3082143,276524,2805619,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-01.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-01.webp,1128724,130172,998552,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-02.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-02.webp,1095795,124932,970863,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-03.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-03.webp,1129548,128710,1000838,converted,
