old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-43.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-43.webp,2687775,167306,2520469,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-40.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-40.webp,4742322,661540,4080782,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-41.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-41.webp,4745482,628118,4117364,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-42.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-42.webp,3607097,506066,3101031,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-44.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-44.webp,2575837,152488,2423349,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-45.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/session-52-the-abbey-of-broken-bells-45.webp,3804889,564216,3240673,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-01.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-01.webp,7677571,297648,7379923,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-02.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-02.webp,8792398,393100,8399298,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-03.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-03.webp,7925077,360332,7564745,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-04.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-04.webp,7352916,266730,7086186,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-05.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-05.webp,7426295,188528,7237767,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-06.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-06.webp,8349141,304200,8044941,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-07.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-07.webp,8348667,331530,8017137,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-08.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-08.webp,7947005,351342,7595663,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-09.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-09.webp,8461661,347722,8113939,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-10.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-10.webp,8479531,370086,8109445,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-11.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-11.webp,7924785,335136,7589649,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-12.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-12.webp,8629804,350136,8279668,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-13.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-13.webp,7687856,257016,7430840,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-14.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-14.webp,8013067,346976,7666091,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-15.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-15.webp,7849695,278796,7570899,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-16.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-16.webp,7530988,344924,7186064,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-17.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-17.webp,4235132,77470,4157662,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-18.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-18.webp,7719828,328004,7391824,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-19.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-19.webp,9365457,312188,9053269,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-20.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-20.webp,9649736,336710,9313026,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-21.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-21.webp,8896006,271978,8624028,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-22.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-22.webp,9009944,271446,8738498,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-23.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-23.webp,5436959,482286,4954673,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-24.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/Session 53-24.webp,10124709,393282,9731427,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-25.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-25.webp,4587356,639094,3948262,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-26.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-26.webp,3870195,538078,3332117,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-27.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-27.webp,4177292,525314,3651978,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-28.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-28.webp,2922172,217512,2704660,converted,
assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-29.png,assets/world-anvil/screenshots/Session 53 - Of Blessed Waters and Buried Devils/session-53-of-blessed-waters-and-buried-devils-29.webp,4628256,649360,3978896,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-01.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-01.webp,6078002,208606,5869396,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-02.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-02.webp,5846489,166072,5680417,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-03.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-03.webp,5752758,160038,5592720,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-04.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-04.webp,6791617,272490,6519127,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-05.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-05.webp,6460188,173192,6286996,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-06.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-06.webp,6659136,235180,6423956,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-07.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-07.webp,6199320,210402,5988918,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-08.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-08.webp,6016699,196480,5820219,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-09.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-09.webp,9485696,453042,9032654,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-10.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-10.webp,9113097,438854,8674243,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-11.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-11.webp,9390388,450320,8940068,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-12.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-12.webp,9377408,404898,8972510,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-13.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-13.webp,2339178,190580,2148598,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-14.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-14.webp,2538739,235852,2302887,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-15.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-15.webp,2554881,237234,2317647,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-16.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-16.webp,2154742,152512,2002230,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-17.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-17.webp,2194298,155010,2039288,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-19.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/Session 54-19.webp,4744970,708200,4036770,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-18.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-18.webp,4744970,663368,4081602,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-20.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-20.webp,4749143,638322,4110821,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-21.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-21.webp,4744970,710934,4034036,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-22.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-22.webp,4427644,600488,3827156,converted,
assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-23.png,assets/world-anvil/screenshots/Session 54 - The War Heats up/session-54-the-war-heats-up-23.webp,2783376,193898,2589478,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-02.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-02.webp,7124266,181852,6942414,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-03.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-03.webp,8952738,344726,8608012,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-04.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-04.webp,8460841,301284,8159557,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-05.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-05.webp,7171075,185642,6985433,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-06.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-06.webp,8100444,289988,7810456,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-07.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-07.webp,8015000,243796,7771204,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-08.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-08.webp,9398542,366804,9031738,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-09.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-09.webp,7382642,180650,7201992,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-10.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-10.webp,9709056,387040,9322016,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-11.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-11.webp,9011593,323666,8687927,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-12.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-12.webp,8644960,317502,8327458,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-13.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-13.webp,7091730,234908,6856822,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-14.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-14.webp,6376647,146240,6230407,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-15.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-15.webp,7914622,285422,7629200,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-16.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-16.webp,7832258,247252,7585006,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-17.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-17.webp,7409200,207692,7201508,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-18.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-18.webp,2137664,142632,1995032,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-19.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-19.webp,2363186,192282,2170904,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-20.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-20.webp,2636158,303812,2332346,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-21.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-21.webp,2192891,157330,2035561,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-22.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-22.webp,2824466,188136,2636330,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-23.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-23.webp,3128620,133842,2994778,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-24.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-24.webp,2512224,256048,2256176,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-25.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/Session 55-25.webp,2319170,200382,2118788,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-27.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-27.webp,4744970,642390,4102580,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-28.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-28.webp,4744970,688406,4056564,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-29.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-29.webp,4674728,642708,4032020,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-30.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-30.webp,4319181,559852,3759329,converted,
assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-31.png,assets/world-anvil/screenshots/Session 55 - Endeavor to Persevere/session-55-endeavor-to-persevere-31.webp,3659265,400984,3258281,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-01.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-01.webp,7906516,250074,7656442,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-02.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-02.webp,8018088,293020,7725068,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-03.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-03.webp,6934499,190600,6743899,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-04.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-04.webp,2204191,159430,2044761,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-05.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-05.webp,2373439,204874,2168565,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-06.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-06.webp,2425118,211470,2213648,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-07.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-07.webp,2373555,200760,2172795,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-08.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/Session 56-08.webp,2181349,166528,2014821,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-09.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-09.webp,4512288,616106,3896182,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-10.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-10.webp,4568673,556934,4011739,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-11.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-11.webp,4625722,632336,3993386,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-12.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-12.webp,2691019,168436,2522583,converted,
assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-13.png,assets/world-anvil/screenshots/Session 56 - Pitax Awakens/session-56-pitax-awakens-13.webp,3234638,371818,2862820,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-01.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-01.webp,2425580,266626,2158954,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-02.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-02.webp,2219854,175416,2044438,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-03.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-03.webp,2364251,226236,2138015,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-04.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-04.webp,2468426,249796,2218630,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-05.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-05.webp,2263910,204270,2059640,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-06.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-06.webp,2403008,227706,2175302,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-07.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-07.webp,2139044,161866,1977178,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-08.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-08.webp,2512156,267078,2245078,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-09.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-09.webp,9394395,461628,8932767,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-10.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-10.webp,10181590,503076,9678514,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-11.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-11.webp,10022723,461426,9561297,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-12.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-12.webp,10194293,450490,9743803,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-13.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-13.webp,6947388,261824,6685564,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-14.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-14.webp,6968458,216260,6752198,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-15.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-15.webp,7520303,219800,7300503,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-16.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-16.webp,7792526,235468,7557058,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-17.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-17.webp,6631053,199504,6431549,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-18.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-18.webp,7204734,230312,6974422,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-19.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-19.webp,9805780,514734,9291046,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-20.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-20.webp,5540754,108806,5431948,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-21.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-21.webp,8234040,280810,7953230,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-22.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-22.webp,8703390,316036,8387354,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-23.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-23.webp,10492662,543016,9949646,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-24.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-24.webp,9715360,454294,9261066,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-25.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-25.webp,10529442,500736,10028706,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-26.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-26.webp,8990070,363466,8626604,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-27.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-27.webp,2428913,217890,2211023,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-28.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-28.webp,2370849,199780,2171069,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-29.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-29.webp,2138004,142358,1995646,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-30.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-30.webp,2206526,155688,2050838,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-31.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-31.webp,2156241,152358,2003883,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-32.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/Session 57-32.webp,2338247,189032,2149215,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-33.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-33.webp,4587210,659420,3927790,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-34.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-34.webp,4692976,615908,4077068,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-35.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-35.webp,4567455,612804,3954651,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-36.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-36.webp,3140519,275206,2865313,converted,
assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-37.png,assets/world-anvil/screenshots/Session 57 - Every Door Leads to the King/session-57-every-door-leads-to-the-king-37.webp,4076657,527522,3549135,converted,
